class_1,file_name_1,file_path_1,class_2,file_name_2,file_path_2
sick,s0296.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0296.png,sick,s3741.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3741.png
sick,s0311.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0311.png,sick,s2953.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2953.png
sick,s0330.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0330.png,sick,s4015.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4015.png
sick,s0406.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0406.png,sick,s2415.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2415.png
sick,s0448.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0448.png,sick,s2542.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2542.png
sick,s0450.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0450.png,sick,s1770.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1770.png
sick,s0467.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0467.png,sick,s0935.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0935.png
sick,s0494.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0494.png,sick,s1450.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1450.png
sick,s0523.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0523.png,sick,s3098.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3098.png
sick,s0535.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0535.png,sick,s4245.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4245.png
sick,s0537.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0537.png,sick,s3446.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3446.png
sick,s0572.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0572.png,sick,s4574.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4574.png
sick,s0583.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0583.png,sick,s3878.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3878.png
sick,s0647.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0647.png,sick,s4415.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4415.png
sick,s0667.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0667.png,sick,s1421.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1421.png
sick,s0686.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0686.png,sick,s2349.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2349.png
sick,s0712.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0712.png,sick,s1779.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1779.png
sick,s0722.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0722.png,sick,s3834.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3834.png
sick,s0731.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0731.png,sick,s2856.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2856.png
sick,s0751.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0751.png,sick,s3886.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3886.png
sick,s0765.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0765.png,sick,s4621.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4621.png
sick,s0795.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0795.png,sick,s4596.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4596.png
sick,s0810.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0810.png,sick,s3624.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3624.png
sick,s0811.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0811.png,sick,s3291.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3291.png
sick,s0818.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0818.png,sick,s1267.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1267.png
sick,s0822.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0822.png,sick,s1337.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1337.png
sick,s0865.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0865.png,sick,s1987.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1987.png
sick,s0888.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0888.png,sick,s1102.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1102.png
sick,s0981.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0981.png,sick,s2254.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2254.png
sick,s1003.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1003.png,sick,s2164.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2164.png
sick,s1004.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1004.png,sick,s2904.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2904.png
sick,s1017.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1017.png,sick,s2610.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2610.png
sick,s1040.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1040.png,sick,s2068.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2068.png
sick,s1124.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1124.png,sick,s2345.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2345.png
sick,s1157.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1157.png,sick,s3012.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3012.png
sick,s1193.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1193.png,sick,s3628.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3628.png
sick,s1242.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1242.png,sick,s1281.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1281.png
sick,s1255.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1255.png,sick,s1995.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1995.png
sick,s1270.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1270.png,sick,s1623.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1623.png
sick,s1335.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1335.png,sick,s3642.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3642.png
sick,s1403.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1403.png,sick,s1939.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1939.png
sick,s1426.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1426.png,sick,s4284.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4284.png
sick,s1427.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1427.png,sick,s2583.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2583.png
sick,s1433.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1433.png,sick,s1983.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1983.png
sick,s1463.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1463.png,sick,s2801.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2801.png
sick,s1466.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1466.png,sick,s2500.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2500.png
sick,s1499.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1499.png,sick,s2558.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2558.png
sick,s1529.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1529.png,sick,s2166.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2166.png
sick,s1626.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1626.png,sick,s2117.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2117.png
sick,s1639.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1639.png,sick,s3517.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3517.png
sick,s1697.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1697.png,sick,s2210.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2210.png
sick,s1706.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1706.png,sick,s2857.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2857.png
sick,s1708.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1708.png,sick,s4617.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4617.png
sick,s1819.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1819.png,sick,s4058.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4058.png
sick,s1851.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1851.png,sick,s4187.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4187.png
sick,s1855.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1855.png,sick,s2653.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2653.png
sick,s1858.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1858.png,sick,s4449.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4449.png
sick,s1861.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1861.png,sick,s2139.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2139.png
sick,s1870.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1870.png,sick,s2609.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2609.png
sick,s1936.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1936.png,sick,s4442.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4442.png
sick,s1976.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1976.png,sick,s2413.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2413.png
sick,s2016.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2016.png,sick,s2568.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2568.png
sick,s2017.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2017.png,sick,s3051.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3051.png
sick,s2093.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2093.png,sick,s3662.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3662.png
sick,s2106.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2106.png,sick,s2276.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2276.png
sick,s2202.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2202.png,sick,s4121.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4121.png
sick,s2252.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2252.png,sick,s3763.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3763.png
sick,s2268.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2268.png,sick,s2665.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2665.png
sick,s2311.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2311.png,sick,s4026.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4026.png
sick,s2322.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2322.png,sick,s4240.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4240.png
sick,s2333.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2333.png,sick,s4537.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4537.png
sick,s2400.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2400.png,sick,s4968.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4968.png
sick,s2410.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2410.png,sick,s3113.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3113.png
sick,s2432.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2432.png,sick,s3677.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3677.png
sick,s2456.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2456.png,sick,s2507.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2507.png
sick,s2464.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2464.png,sick,s3385.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3385.png
sick,s2508.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2508.png,sick,s4607.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4607.png
sick,s2515.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2515.png,sick,s3756.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3756.png
sick,s2550.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2550.png,sick,s4069.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4069.png
sick,s2607.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2607.png,sick,s3597.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3597.png
sick,s2649.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2649.png,sick,s4950.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4950.png
sick,s2669.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2669.png,sick,s4818.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4818.png
sick,s2739.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2739.png,sick,s4030.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4030.png
sick,s2757.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2757.png,sick,s2977.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2977.png
sick,s2831.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2831.png,sick,s4411.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4411.png
sick,s2833.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2833.png,sick,s2932.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2932.png
sick,s2884.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2884.png,sick,s2993.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2993.png
sick,s2945.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2945.png,sick,s4702.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4702.png
sick,s3322.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3322.png,sick,s3438.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3438.png
sick,s3346.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3346.png,sick,s4112.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4112.png
sick,s3352.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3352.png,sick,s4748.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4748.png
sick,s3430.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3430.png,sick,s3648.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3648.png
sick,s3454.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3454.png,sick,s3786.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3786.png
sick,s3503.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3503.png,sick,s4248.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4248.png
sick,s3710.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3710.png,sick,s4279.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4279.png
sick,s3758.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3758.png,sick,s4110.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4110.png
sick,s3816.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3816.png,sick,s4749.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4749.png
sick,s3838.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3838.png,sick,s3921.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3921.png
sick,s3839.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3839.png,sick,s3902.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3902.png
sick,s3895.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3895.png,sick,s4809.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4809.png
sick,s4018.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4018.png,sick,s4576.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4576.png
sick,s4089.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4089.png,sick,s4567.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4567.png
sick,s4125.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4125.png,sick,s4217.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4217.png
sick,s4318.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4318.png,sick,s4678.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4678.png
sick,s4402.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4402.png,sick,s4862.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4862.png
sick,s4407.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4407.png,sick,s4976.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4976.png
sick,s4579.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4579.png,sick,s4932.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4932.png
sick,s4824.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4824.png,sick,s4960.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4960.png
