image,true_label,pred_label,confidence,correct
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00034.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00035.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00036.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00037.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00038.png,NORMAL,NORMAL,0.9997,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00039.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00040.png,NORMAL,NORMAL,0.9998,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00041.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00042.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00043.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00044.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00045.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00046.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00047.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00048.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00049.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00050.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00051.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00052.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00053.png,NORMAL,NORMAL,0.9137,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00054.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00055.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00056.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00057.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00058.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00059.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00060.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00061.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00062.png,NORMAL,TUBERCULOSIS,0.9999,False
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00063.png,NORMAL,TUBERCULOSIS,0.9663,False
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00064.png,NORMAL,TUBERCULOSIS,0.9768,False
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00065.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00066.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00067.png,NORMAL,NORMAL,0.9993,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00068.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00069.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00070.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00071.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00072.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00073.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00074.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00075.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00076.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00077.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00078.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00079.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00080.png,NORMAL,NORMAL,0.9997,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00081.png,NORMAL,NORMAL,0.9979,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00082.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00083.png,NORMAL,NORMAL,0.9486,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00084.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00085.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00086.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00087.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00088.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00089.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00090.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00091.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00092.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00093.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00094.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00095.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00096.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00097.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00098.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00099.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00100.png,NORMAL,NORMAL,0.9995,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00101.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00102.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00103.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00104.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00105.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00106.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00107.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00108.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00109.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00110.png,NORMAL,NORMAL,0.9998,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00111.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00112.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00113.png,NORMAL,NORMAL,0.9973,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00114.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00115.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00116.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00117.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00118.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00119.png,NORMAL,NORMAL,0.8413,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00120.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00121.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00122.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00123.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00124.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00125.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00126.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00127.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00128.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00129.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00130.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00131.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00132.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00133.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00134.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00135.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00136.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00137.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00138.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00139.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00140.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00141.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00142.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00143.png,NORMAL,TUBERCULOSIS,0.9962,False
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00144.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00145.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00146.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00147.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00148.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00149.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00150.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00151.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00152.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00153.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00154.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00155.png,NORMAL,NORMAL,0.9998,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00156.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00157.png,NORMAL,NORMAL,0.9998,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00158.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00159.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00160.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00161.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00162.png,NORMAL,TUBERCULOSIS,1.0,False
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00163.png,NORMAL,NORMAL,0.9997,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00164.png,NORMAL,NORMAL,0.9964,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00165.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00166.png,NORMAL,NORMAL,0.9996,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00167.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00168.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00169.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00170.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00171.png,NORMAL,NORMAL,0.9288,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00172.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00173.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00174.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00175.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00176.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00177.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00178.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00179.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00180.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00181.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00182.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00183.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00184.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00185.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00186.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00187.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00188.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00189.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00190.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00191.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00192.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00193.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00194.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00195.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00196.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00197.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00198.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00199.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00200.png,NORMAL,NORMAL,0.9835,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00201.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00202.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00203.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00204.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00205.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00206.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00207.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00208.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00209.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00210.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00211.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00212.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00213.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00214.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00215.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00216.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00217.png,NORMAL,NORMAL,0.9998,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00218.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00219.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00220.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00221.png,NORMAL,TUBERCULOSIS,0.9952,False
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00222.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00223.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00224.png,NORMAL,NORMAL,0.9997,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00225.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00226.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00227.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00228.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00229.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00230.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00231.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00232.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00233.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00234.png,NORMAL,TUBERCULOSIS,0.9919,False
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00235.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00236.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00237.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00238.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00239.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00240.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00241.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00242.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00243.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00244.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00245.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00246.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00247.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00248.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00249.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00250.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00251.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00252.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00253.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00254.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00255.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00256.png,NORMAL,NORMAL,1.0,True
