patient_id,split,file_name,file_path
normal,train,normal_00115.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00115.png
normal,train,normal_00116.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00116.png
normal,train,normal_00117.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00117.png
normal,train,normal_00118.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00118.png
normal,train,normal_00119.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00119.png
normal,train,normal_00120.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00120.png
normal,train,normal_00121.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00121.png
normal,train,normal_00122.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00122.png
normal,train,normal_00123.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00123.png
normal,train,normal_00124.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00124.png
normal,train,normal_00125.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00125.png
normal,train,normal_00126.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00126.png
normal,train,normal_00127.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00127.png
normal,train,normal_00128.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00128.png
normal,train,normal_00129.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00129.png
normal,train,normal_00130.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00130.png
normal,train,normal_00131.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00131.png
normal,train,normal_00132.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00132.png
normal,train,normal_00133.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00133.png
normal,train,normal_00134.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00134.png
normal,train,normal_00135.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00135.png
normal,train,normal_00136.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00136.png
normal,train,normal_00137.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00137.png
normal,train,normal_00138.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00138.png
normal,train,normal_00139.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00139.png
normal,train,normal_00140.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00140.png
normal,train,normal_00141.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00141.png
normal,train,normal_00142.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00142.png
normal,train,normal_00143.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00143.png
normal,train,normal_00144.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00144.png
normal,train,normal_00145.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00145.png
normal,train,normal_00146.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00146.png
normal,train,normal_00147.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00147.png
normal,train,normal_00148.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00148.png
normal,train,normal_00149.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00149.png
normal,train,normal_00150.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00150.png
normal,train,normal_00151.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00151.png
normal,train,normal_00152.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00152.png
normal,train,normal_00153.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00153.png
normal,train,normal_00154.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00154.png
normal,train,normal_00155.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00155.png
normal,train,normal_00156.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00156.png
normal,train,normal_00157.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00157.png
normal,train,normal_00158.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00158.png
normal,train,normal_00159.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00159.png
normal,train,normal_00160.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00160.png
normal,train,normal_00161.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00161.png
normal,train,normal_00162.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00162.png
normal,train,normal_00163.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00163.png
normal,train,normal_00164.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00164.png
normal,train,normal_00165.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00165.png
normal,train,normal_00166.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00166.png
normal,train,normal_00167.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00167.png
normal,train,normal_00168.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00168.png
normal,train,normal_00169.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00169.png
normal,train,normal_00170.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00170.png
normal,train,normal_00171.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00171.png
normal,train,normal_00172.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00172.png
normal,train,normal_00173.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00173.png
normal,train,normal_00174.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00174.png
normal,train,normal_00175.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00175.png
normal,train,normal_00176.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00176.png
normal,train,normal_00177.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00177.png
normal,train,normal_00178.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00178.png
normal,train,normal_00179.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00179.png
normal,train,normal_00180.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00180.png
normal,train,normal_00181.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00181.png
normal,train,normal_00182.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00182.png
normal,train,normal_00183.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00183.png
normal,train,normal_00184.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00184.png
normal,train,normal_00185.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00185.png
normal,train,normal_00186.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00186.png
normal,train,normal_00187.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00187.png
normal,train,normal_00188.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00188.png
normal,train,normal_00189.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00189.png
normal,train,normal_00190.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00190.png
normal,train,normal_00191.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00191.png
normal,train,normal_00192.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00192.png
normal,train,normal_00193.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00193.png
normal,train,normal_00194.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00194.png
normal,train,normal_00195.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00195.png
normal,train,normal_00196.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00196.png
normal,train,normal_00197.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00197.png
normal,train,normal_00198.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00198.png
normal,train,normal_00199.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00199.png
normal,train,normal_00200.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00200.png
normal,train,normal_00201.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00201.png
normal,train,normal_00202.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00202.png
normal,train,normal_00203.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00203.png
normal,train,normal_00204.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00204.png
normal,train,normal_00205.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00205.png
normal,train,normal_00206.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00206.png
normal,train,normal_00207.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00207.png
normal,train,normal_00208.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00208.png
normal,train,normal_00209.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00209.png
normal,train,normal_00210.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00210.png
normal,train,normal_00211.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00211.png
normal,train,normal_00212.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00212.png
normal,train,normal_00213.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00213.png
normal,train,normal_00214.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00214.png
normal,train,normal_00215.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00215.png
normal,train,normal_00216.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00216.png
normal,train,normal_00217.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00217.png
normal,train,normal_00218.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00218.png
normal,train,normal_00219.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00219.png
normal,train,normal_00220.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00220.png
normal,train,normal_00221.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00221.png
normal,train,normal_00222.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00222.png
normal,train,normal_00223.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00223.png
normal,train,normal_00224.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00224.png
normal,train,normal_00225.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00225.png
normal,train,normal_00226.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00226.png
normal,train,normal_00227.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00227.png
normal,train,normal_00228.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00228.png
normal,train,normal_00229.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00229.png
normal,train,normal_00230.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00230.png
normal,train,normal_00231.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00231.png
normal,train,normal_00232.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00232.png
normal,train,normal_00233.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00233.png
normal,train,normal_00234.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00234.png
normal,train,normal_00235.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00235.png
normal,train,normal_00236.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00236.png
normal,train,normal_00237.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00237.png
normal,train,normal_00238.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00238.png
normal,train,normal_00239.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00239.png
normal,train,normal_00240.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00240.png
normal,train,normal_00241.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00241.png
normal,train,normal_00242.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00242.png
normal,train,normal_00243.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00243.png
normal,train,normal_00244.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00244.png
normal,train,normal_00245.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00245.png
normal,train,normal_00246.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00246.png
normal,train,normal_00247.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00247.png
normal,train,normal_00248.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00248.png
normal,train,normal_00249.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00249.png
normal,train,normal_00250.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00250.png
normal,train,normal_00251.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00251.png
normal,train,normal_00252.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00252.png
normal,train,normal_00253.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00253.png
normal,train,normal_00254.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00254.png
normal,train,normal_00255.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00255.png
normal,train,normal_00256.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00256.png
normal,train,normal_00257.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00257.png
normal,train,normal_00258.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00258.png
normal,train,normal_00259.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00259.png
normal,train,normal_00260.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00260.png
normal,train,normal_00261.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00261.png
normal,train,normal_00262.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00262.png
normal,train,normal_00263.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00263.png
normal,train,normal_00264.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00264.png
normal,train,normal_00265.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00265.png
normal,train,normal_00266.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00266.png
normal,train,normal_00267.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00267.png
normal,train,normal_00268.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00268.png
normal,train,normal_00269.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00269.png
normal,train,normal_00270.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00270.png
normal,train,normal_00271.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00271.png
normal,train,normal_00272.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00272.png
normal,train,normal_00273.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00273.png
normal,train,normal_00274.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00274.png
normal,train,normal_00275.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00275.png
normal,train,normal_00276.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00276.png
normal,train,normal_00277.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00277.png
normal,train,normal_00278.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00278.png
normal,train,normal_00279.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00279.png
normal,train,normal_00280.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00280.png
normal,train,normal_00281.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00281.png
normal,train,normal_00282.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00282.png
normal,train,normal_00283.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00283.png
normal,train,normal_00284.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00284.png
normal,train,normal_00285.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00285.png
