ssim,class_1,file_name_1,file_path_1,class_2,file_name_2,file_path_2
1.0,sick,s1124.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1124.png,sick,s2345.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2345.png
0.9995067,sick,s1134.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1134.png,sick,s4414.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4414.png
1.0,sick,s1157.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1157.png,sick,s3012.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3012.png
0.99999565,sick,s1174.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1174.png,sick,s1964.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1964.png
1.0,sick,s1193.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1193.png,sick,s3628.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3628.png
1.0,sick,s1242.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1242.png,sick,s1281.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1281.png
1.0,sick,s1255.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1255.png,sick,s1995.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1995.png
1.0,sick,s1270.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1270.png,sick,s1623.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1623.png
1.0,sick,s1335.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1335.png,sick,s3642.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3642.png
1.0,sick,s1403.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1403.png,sick,s1939.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1939.png
1.0,sick,s1426.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1426.png,sick,s4284.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4284.png
1.0,sick,s1427.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1427.png,sick,s2583.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2583.png
1.0,sick,s1433.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1433.png,sick,s1983.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1983.png
1.0,sick,s1463.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1463.png,sick,s2801.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2801.png
1.0,sick,s1466.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1466.png,sick,s2500.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2500.png
1.0,sick,s1499.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1499.png,sick,s2558.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2558.png
1.0,sick,s1529.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1529.png,sick,s2166.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2166.png
1.0,sick,s1626.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1626.png,sick,s2117.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2117.png
1.0,sick,s1639.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1639.png,sick,s3517.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3517.png
0.999103,sick,s1647.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1647.png,sick,s3714.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3714.png
1.0,sick,s1697.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1697.png,sick,s2210.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2210.png
1.0,sick,s1706.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1706.png,sick,s2857.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2857.png
1.0,sick,s1708.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1708.png,sick,s4617.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4617.png
0.99979687,sick,s1795.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1795.png,sick,s2295.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2295.png
1.0,sick,s1819.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1819.png,sick,s4058.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4058.png
1.0,sick,s1851.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1851.png,sick,s4187.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4187.png
1.0,sick,s1855.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1855.png,sick,s2653.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2653.png
1.0,sick,s1858.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1858.png,sick,s4449.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4449.png
1.0,sick,s1861.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1861.png,sick,s2139.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2139.png
1.0,sick,s1870.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1870.png,sick,s2609.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2609.png
0.9999529,sick,s1908.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1908.png,sick,s4844.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4844.png
1.0,sick,s1936.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1936.png,sick,s4442.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4442.png
0.9974855,sick,s1948.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1948.png,sick,s2249.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2249.png
0.9999218,sick,s1957.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1957.png,sick,s2150.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2150.png
1.0,sick,s1976.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1976.png,sick,s2413.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2413.png
1.0,sick,s2016.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2016.png,sick,s2568.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2568.png
1.0,sick,s2017.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2017.png,sick,s3051.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3051.png
0.9999933,sick,s2023.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2023.png,sick,s3669.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3669.png
0.99910694,sick,s2082.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2082.png,sick,s3844.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3844.png
1.0,sick,s2093.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2093.png,sick,s3662.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3662.png
1.0,sick,s2106.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2106.png,sick,s2276.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2276.png
1.0,sick,s2202.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2202.png,sick,s4121.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4121.png
1.0,sick,s2252.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2252.png,sick,s3763.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3763.png
1.0,sick,s2268.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2268.png,sick,s2665.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2665.png
0.9998606,sick,s2293.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2293.png,sick,s4090.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4090.png
1.0,sick,s2311.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2311.png,sick,s4026.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4026.png
1.0,sick,s2322.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2322.png,sick,s4240.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4240.png
1.0,sick,s2333.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2333.png,sick,s4537.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4537.png
0.9999712,sick,s2339.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2339.png,sick,s3687.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3687.png
1.0,sick,s2400.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2400.png,sick,s4968.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4968.png
1.0,sick,s2410.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2410.png,sick,s3113.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3113.png
1.0,sick,s2432.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2432.png,sick,s3677.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3677.png
1.0,sick,s2456.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2456.png,sick,s2507.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2507.png
1.0,sick,s2464.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2464.png,sick,s3385.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3385.png
0.9951582,sick,s2488.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2488.png,sick,s3912.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3912.png
1.0,sick,s2508.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2508.png,sick,s4607.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4607.png
1.0,sick,s2515.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2515.png,sick,s3756.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3756.png
1.0,sick,s2550.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2550.png,sick,s4069.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4069.png
0.99995685,sick,s2578.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2578.png,sick,s4337.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4337.png
1.0,sick,s2607.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2607.png,sick,s3597.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3597.png
1.0,sick,s2649.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2649.png,sick,s4950.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4950.png
1.0,sick,s2669.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2669.png,sick,s4818.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4818.png
1.0,sick,s2739.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2739.png,sick,s4030.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4030.png
1.0,sick,s2757.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2757.png,sick,s2977.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2977.png
