distance,class_1,file_name_1,file_path_1,class_2,file_name_2,file_path_2
4,normal,h0001.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0001.png,normal,h2530.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2530.png
4,normal,h0001.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0001.png,normal,h2870.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2870.png
4,normal,h0001.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0001.png,normal,h3025.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h3025.png
4,normal,h0001.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0001.png,normal,h3254.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h3254.png
4,normal,h0001.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0001.png,normal,h3294.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h3294.png
4,normal,h0001.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0001.png,normal,h3830.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h3830.png
4,normal,h0001.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0001.png,normal,h3848.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h3848.png
2,normal,h0001.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0001.png,normal,h4092.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h4092.png
4,normal,h0003.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0003.png,normal,h1773.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h1773.png
4,normal,h0003.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0003.png,normal,h2793.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2793.png
4,normal,h0003.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0003.png,normal,h3947.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h3947.png
4,normal,h0003.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0003.png,normal,h4573.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h4573.png
4,normal,h0003.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0003.png,tb,tb0985.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\tb\tb0985.png
2,normal,h0009.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0009.png,normal,h3721.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h3721.png
4,normal,h0009.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0009.png,normal,h3849.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h3849.png
4,normal,h0009.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0009.png,normal,h4416.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h4416.png
4,normal,h0012.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0012.png,normal,h3824.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h3824.png
4,normal,h0016.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0016.png,tb,tb0824.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\tb\tb0824.png
4,normal,h0017.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0017.png,normal,h0643.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0643.png
4,normal,h0023.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0023.png,normal,h2296.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2296.png
4,normal,h0026.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0026.png,normal,h2468.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2468.png
4,normal,h0027.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0027.png,normal,h4309.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h4309.png
4,normal,h0033.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0033.png,normal,h1185.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h1185.png
4,normal,h0033.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0033.png,normal,h2068.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2068.png
4,normal,h0033.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0033.png,normal,h2093.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2093.png
4,normal,h0033.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0033.png,normal,h2170.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2170.png
4,normal,h0033.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0033.png,normal,h3137.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h3137.png
4,normal,h0033.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0033.png,normal,h3508.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h3508.png
4,normal,h0033.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0033.png,normal,h4092.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h4092.png
4,normal,h0033.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0033.png,tb,tb0366.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\tb\tb0366.png
4,normal,h0034.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0034.png,normal,h1195.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h1195.png
4,normal,h0034.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0034.png,normal,h2226.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2226.png
4,normal,h0034.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0034.png,normal,h4551.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h4551.png
4,normal,h0040.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0040.png,normal,h3045.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h3045.png
4,normal,h0041.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0041.png,normal,h2153.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2153.png
4,normal,h0042.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0042.png,normal,h4610.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h4610.png
4,normal,h0043.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0043.png,sick,s2945.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2945.png
4,normal,h0043.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0043.png,sick,s4702.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4702.png
4,normal,h0049.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0049.png,normal,h1567.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h1567.png
4,normal,h0049.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0049.png,normal,h3834.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h3834.png
4,normal,h0049.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0049.png,normal,h3970.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h3970.png
4,normal,h0049.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0049.png,normal,h4567.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h4567.png
4,normal,h0050.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0050.png,normal,h2490.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2490.png
4,normal,h0051.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0051.png,normal,h1945.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h1945.png
4,normal,h0051.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0051.png,normal,h1958.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h1958.png
4,normal,h0053.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0053.png,normal,h1187.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h1187.png
4,normal,h0053.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0053.png,normal,h1385.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h1385.png
4,normal,h0053.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0053.png,normal,h3772.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h3772.png
4,normal,h0053.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0053.png,normal,h4652.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h4652.png
4,normal,h0053.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0053.png,tb,tb0253.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\tb\tb0253.png
4,normal,h0053.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0053.png,tb,tb0576.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\tb\tb0576.png
4,normal,h0054.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0054.png,normal,h0477.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0477.png
4,normal,h0054.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0054.png,normal,h3329.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h3329.png
4,normal,h0055.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0055.png,normal,h0781.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0781.png
2,normal,h0055.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0055.png,normal,h1597.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h1597.png
4,normal,h0055.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0055.png,normal,h1781.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h1781.png
4,normal,h0055.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0055.png,normal,h2172.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2172.png
4,normal,h0055.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0055.png,normal,h3659.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h3659.png
4,normal,h0061.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0061.png,sick,s2896.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2896.png
4,normal,h0062.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0062.png,normal,h2520.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2520.png
4,normal,h0067.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0067.png,normal,h2146.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2146.png
4,normal,h0069.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0069.png,normal,h3751.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h3751.png
4,normal,h0072.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0072.png,normal,h1045.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h1045.png
4,normal,h0072.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0072.png,normal,h1105.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h1105.png
4,normal,h0078.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0078.png,normal,h0150.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0150.png
4,normal,h0078.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0078.png,normal,h2705.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2705.png
4,normal,h0080.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0080.png,normal,h0277.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0277.png
4,normal,h0080.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0080.png,normal,h0482.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0482.png
4,normal,h0080.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0080.png,normal,h2778.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2778.png
4,normal,h0080.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0080.png,normal,h4224.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h4224.png
4,normal,h0080.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0080.png,sick,s0029.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0029.png
4,normal,h0080.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0080.png,sick,s1080.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1080.png
4,normal,h0080.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0080.png,tb,tb0479.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\tb\tb0479.png
4,normal,h0081.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0081.png,normal,h2105.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2105.png
4,normal,h0081.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0081.png,normal,h2177.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2177.png
4,normal,h0081.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0081.png,normal,h2669.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2669.png
4,normal,h0081.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0081.png,normal,h4903.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h4903.png
4,normal,h0083.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0083.png,normal,h0241.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0241.png
4,normal,h0088.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0088.png,normal,h2335.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2335.png
4,normal,h0090.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0090.png,normal,h1556.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h1556.png
4,normal,h0095.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0095.png,normal,h2271.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2271.png
4,normal,h0097.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0097.png,normal,h0971.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0971.png
4,normal,h0097.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0097.png,normal,h2427.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2427.png
4,normal,h0097.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0097.png,normal,h3996.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h3996.png
4,normal,h0100.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0100.png,normal,h0212.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0212.png
4,normal,h0100.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0100.png,normal,h1011.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h1011.png
4,normal,h0100.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0100.png,normal,h1139.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h1139.png
4,normal,h0100.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0100.png,normal,h2194.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2194.png
4,normal,h0100.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0100.png,normal,h3916.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h3916.png
4,normal,h0101.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0101.png,normal,h0817.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0817.png
4,normal,h0101.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0101.png,normal,h3443.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h3443.png
4,normal,h0102.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0102.png,normal,h0625.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0625.png
4,normal,h0102.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0102.png,normal,h2942.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2942.png
4,normal,h0102.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0102.png,normal,h3049.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h3049.png
4,normal,h0104.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0104.png,normal,h0482.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0482.png
4,normal,h0104.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0104.png,normal,h1317.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h1317.png
4,normal,h0104.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0104.png,normal,h2520.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2520.png
4,normal,h0104.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0104.png,normal,h2526.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2526.png
4,normal,h0104.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0104.png,normal,h2662.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2662.png
4,normal,h0104.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0104.png,normal,h3264.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h3264.png
4,normal,h0104.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0104.png,normal,h3797.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h3797.png
2,normal,h0104.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0104.png,normal,h4750.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h4750.png
4,normal,h0112.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0112.png,normal,h0164.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0164.png
4,normal,h0115.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0115.png,normal,h1039.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h1039.png
4,normal,h0115.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0115.png,normal,h4636.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h4636.png
4,normal,h0115.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0115.png,sick,s4663.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4663.png
4,normal,h0119.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0119.png,sick,s0115.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s0115.png
4,normal,h0119.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0119.png,sick,s1620.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1620.png
4,normal,h0119.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0119.png,sick,s1831.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s1831.png
4,normal,h0119.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0119.png,sick,s4275.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4275.png
4,normal,h0119.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0119.png,sick,s4635.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4635.png
4,normal,h0120.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0120.png,normal,h1926.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h1926.png
4,normal,h0120.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0120.png,normal,h2531.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2531.png
4,normal,h0120.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0120.png,normal,h4402.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h4402.png
4,normal,h0120.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0120.png,normal,h4960.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h4960.png
4,normal,h0121.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0121.png,tb,tb0196.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\tb\tb0196.png
4,normal,h0122.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0122.png,normal,h2311.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h2311.png
2,normal,h0122.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0122.png,normal,h3764.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h3764.png
2,normal,h0125.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0125.png,normal,h0245.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0245.png
4,normal,h0125.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0125.png,normal,h0267.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0267.png
4,normal,h0125.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0125.png,normal,h3182.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h3182.png
4,normal,h0125.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0125.png,normal,h3803.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h3803.png
4,normal,h0125.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0125.png,normal,h4316.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h4316.png
4,normal,h0125.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0125.png,tb,tb1004.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\tb\tb1004.png
4,normal,h0131.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0131.png,normal,h0270.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0270.png
4,normal,h0131.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0131.png,normal,h0919.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\health\h0919.png
