reason,recommended_remove,keep
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00555.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00014.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\TUBERCULOSIS\tb_00434.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00014.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00557.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00015.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_01994.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00015.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00559.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00016.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_01995.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00016.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00564.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00017.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_01997.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00017.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00568.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00018.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\TUBERCULOSIS\tb_00436.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00018.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00397.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00019.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00570.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00019.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00399.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00020.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00575.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00020.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00605.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00021.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02017.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00021.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00606.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00022.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02018.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00022.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00407.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00023.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00608.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00023.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00610.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00024.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\TUBERCULOSIS\tb_00447.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00024.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00612.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00025.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02020.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00025.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00619.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00026.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\TUBERCULOSIS\tb_00449.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00026.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00410.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00027.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00620.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00027.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00646.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00028.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\TUBERCULOSIS\tb_00455.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00028.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00649.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00029.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\TUBERCULOSIS\tb_00456.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00029.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00657.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00030.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02045.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00030.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00418.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00031.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00660.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00031.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00666.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00032.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\TUBERCULOSIS\tb_00459.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00032.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00669.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00033.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02052.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00033.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00674.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00034.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02056.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00034.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00678.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00035.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02059.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00035.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00428.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00036.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00698.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00036.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00710.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00037.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02074.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00037.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00734.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00038.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02089.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00038.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00735.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00039.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02090.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00039.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00736.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00040.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02091.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00040.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00740.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00041.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02095.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00041.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00745.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00042.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02099.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00042.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00750.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00043.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02100.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00043.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00439.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00044.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00751.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00044.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00755.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00045.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02104.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00045.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00758.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00046.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02106.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00046.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00759.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00047.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\TUBERCULOSIS\tb_00476.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00047.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00765.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00048.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\TUBERCULOSIS\tb_00479.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00048.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00768.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00049.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02109.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00049.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00774.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00050.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02112.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00050.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00780.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00051.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02115.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00051.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00783.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00052.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02116.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00052.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00792.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00053.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\TUBERCULOSIS\tb_00490.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00053.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00806.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00054.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02127.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00054.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00807.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00055.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02128.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00055.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00449.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00056.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00814.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00056.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00824.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00057.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\TUBERCULOSIS\tb_00493.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00057.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00833.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00058.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02144.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00058.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00845.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00059.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02152.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00059.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00860.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00060.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02163.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00060.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00864.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00061.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02166.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00061.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00869.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00062.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02169.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00062.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00462.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00063.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00885.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00063.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00886.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00064.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\TUBERCULOSIS\tb_00502.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00064.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00890.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00065.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02180.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00065.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00897.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00066.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02183.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00066.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00901.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00067.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02184.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00067.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00915.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00068.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02193.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00068.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00468.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00069.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00920.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00069.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00923.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00070.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02198.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00070.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00934.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00071.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02205.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00071.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00937.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00072.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02207.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00072.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00945.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00073.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00947.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00073.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02213.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00073.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\TUBERCULOSIS\tb_00076.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00073.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00954.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00074.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_02216.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00074.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00476.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00075.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00956.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00075.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00972.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00076.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\TUBERCULOSIS\tb_00518.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00076.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00996.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00077.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\TUBERCULOSIS\tb_00522.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00077.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\train\TUBERCULOSIS\tb_00998.png,G:\Ai-CDD\data\raw\dataset\val\TUBERCULOSIS\tb_00078.png
