normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00002.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00239.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00240.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00241.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00242.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00243.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00244.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00245.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00246.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00247.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00248.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00249.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00250.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00251.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00252.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00253.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00254.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00255.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00256.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00257.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00258.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00259.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00260.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00261.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00262.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00263.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00264.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00265.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00266.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00267.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00268.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00269.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00270.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00271.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00272.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00273.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00274.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00275.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00276.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00277.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00278.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00279.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00280.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00281.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00282.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00283.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00284.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00285.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00286.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00287.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00288.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00289.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00290.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00291.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00292.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00293.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00294.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00295.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00296.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00297.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00298.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00299.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00300.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00301.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00302.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00303.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00304.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00305.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00306.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00307.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00308.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00309.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00310.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00311.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00312.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00313.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00314.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00315.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00316.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00317.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00318.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00319.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00320.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00321.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00322.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00323.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00324.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00325.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00326.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00327.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00328.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00329.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00330.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00331.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00332.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00333.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00334.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00335.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00336.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00337.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00338.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00339.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00340.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00341.png
