image,true,pred,confidence
normal_00322.png,NORMAL,NORMAL,1.0
normal_00323.png,NORMAL,NORMAL,1.0
normal_00324.png,NORMAL,NORMAL,1.0
normal_00325.png,NORMAL,NORMAL,1.0
normal_00326.png,NORMAL,NORMAL,1.0
normal_00327.png,NORMAL,NORMAL,1.0
normal_00328.png,NORMAL,NORMAL,1.0
normal_00329.png,NORMAL,NORMAL,1.0
normal_00330.png,NORMAL,NORMAL,1.0
normal_00331.png,NORMAL,NORMAL,1.0
normal_00332.png,NORMAL,NORMAL,1.0
normal_00333.png,NORMAL,NORMAL,0.9963
normal_00334.png,NORMAL,NORMAL,1.0
normal_00335.png,NORMAL,NORMAL,1.0
normal_00336.png,NORMAL,NORMAL,1.0
normal_00337.png,NORMAL,NORMAL,1.0
normal_00338.png,NORMAL,NORMAL,1.0
normal_00339.png,NORMAL,NORMAL,0.9998
normal_00340.png,NORMAL,NORMAL,1.0
normal_00341.png,NORMAL,NORMAL,1.0
normal_00342.png,NORMAL,NORMAL,0.9997
normal_00343.png,NORMAL,NORMAL,1.0
normal_00344.png,NORMAL,NORMAL,1.0
normal_00345.png,NORMAL,NORMAL,1.0
normal_00346.png,NORMAL,NORMAL,1.0
normal_00347.png,NORMAL,NORMAL,1.0
normal_00348.png,NORMAL,NORMAL,1.0
normal_00349.png,NORMAL,NORMAL,1.0
normal_00350.png,NORMAL,NORMAL,1.0
normal_00351.png,NORMAL,NORMAL,1.0
normal_00352.png,NORMAL,NORMAL,1.0
normal_00353.png,NORMAL,NORMAL,1.0
normal_00354.png,NORMAL,NORMAL,1.0
normal_00355.png,NORMAL,NORMAL,1.0
normal_00356.png,NORMAL,NORMAL,1.0
normal_00357.png,NORMAL,NORMAL,1.0
normal_00358.png,NORMAL,NORMAL,1.0
normal_00359.png,NORMAL,NORMAL,1.0
normal_00360.png,NORMAL,NORMAL,1.0
normal_00361.png,NORMAL,NORMAL,1.0
normal_00362.png,NORMAL,NORMAL,1.0
normal_00363.png,NORMAL,NORMAL,1.0
normal_00364.png,NORMAL,NORMAL,1.0
normal_00365.png,NORMAL,NORMAL,1.0
normal_00366.png,NORMAL,NORMAL,1.0
normal_00367.png,NORMAL,NORMAL,1.0
normal_00368.png,NORMAL,NORMAL,1.0
normal_00369.png,NORMAL,NORMAL,1.0
normal_00370.png,NORMAL,NORMAL,1.0
normal_00371.png,NORMAL,NORMAL,1.0
normal_00372.png,NORMAL,NORMAL,1.0
normal_00373.png,NORMAL,NORMAL,1.0
normal_00374.png,NORMAL,NORMAL,1.0
normal_00375.png,NORMAL,NORMAL,1.0
normal_00376.png,NORMAL,NORMAL,1.0
normal_00377.png,NORMAL,NORMAL,1.0
normal_00378.png,NORMAL,NORMAL,1.0
normal_00379.png,NORMAL,NORMAL,1.0
normal_00380.png,NORMAL,NORMAL,1.0
normal_00381.png,NORMAL,NORMAL,1.0
normal_00382.png,NORMAL,NORMAL,1.0
normal_00383.png,NORMAL,NORMAL,1.0
normal_00384.png,NORMAL,NORMAL,1.0
normal_00385.png,NORMAL,NORMAL,1.0
normal_00386.png,NORMAL,NORMAL,1.0
normal_00387.png,NORMAL,NORMAL,1.0
normal_00388.png,NORMAL,NORMAL,1.0
normal_00389.png,NORMAL,NORMAL,1.0
normal_00390.png,NORMAL,NORMAL,1.0
normal_00391.png,NORMAL,NORMAL,1.0
normal_00392.png,NORMAL,NORMAL,1.0
normal_00393.png,NORMAL,NORMAL,1.0
normal_00394.png,NORMAL,NORMAL,1.0
normal_00395.png,NORMAL,NORMAL,1.0
normal_00396.png,NORMAL,NORMAL,1.0
normal_00397.png,NORMAL,NORMAL,1.0
normal_00398.png,NORMAL,NORMAL,1.0
normal_00399.png,NORMAL,NORMAL,1.0
normal_00400.png,NORMAL,NORMAL,1.0
normal_00401.png,NORMAL,NORMAL,1.0
normal_00402.png,NORMAL,NORMAL,1.0
normal_00403.png,NORMAL,NORMAL,1.0
normal_00404.png,NORMAL,NORMAL,1.0
normal_00405.png,NORMAL,NORMAL,1.0
normal_00406.png,NORMAL,NORMAL,1.0
normal_00407.png,NORMAL,NORMAL,1.0
normal_00408.png,NORMAL,NORMAL,1.0
normal_00409.png,NORMAL,NORMAL,1.0
normal_00410.png,NORMAL,NORMAL,1.0
normal_00411.png,NORMAL,NORMAL,1.0
normal_00412.png,NORMAL,NORMAL,1.0
normal_00413.png,NORMAL,NORMAL,1.0
normal_00414.png,NORMAL,NORMAL,1.0
normal_00415.png,NORMAL,NORMAL,1.0
normal_00416.png,NORMAL,NORMAL,1.0
normal_00417.png,NORMAL,NORMAL,1.0
normal_00418.png,NORMAL,NORMAL,1.0
normal_00419.png,NORMAL,NORMAL,1.0
normal_00420.png,NORMAL,NORMAL,1.0
normal_00421.png,NORMAL,NORMAL,1.0
normal_00422.png,NORMAL,NORMAL,1.0
normal_00423.png,NORMAL,NORMAL,1.0
normal_00424.png,NORMAL,NORMAL,1.0
normal_00425.png,NORMAL,NORMAL,1.0
normal_00426.png,NORMAL,NORMAL,1.0
normal_00427.png,NORMAL,NORMAL,1.0
normal_00428.png,NORMAL,NORMAL,1.0
normal_00429.png,NORMAL,NORMAL,1.0
normal_00430.png,NORMAL,NORMAL,1.0
normal_00431.png,NORMAL,NORMAL,1.0
normal_00432.png,NORMAL,NORMAL,1.0
normal_00433.png,NORMAL,NORMAL,1.0
normal_00434.png,NORMAL,NORMAL,1.0
normal_00435.png,NORMAL,NORMAL,1.0
normal_00436.png,NORMAL,NORMAL,1.0
normal_00437.png,NORMAL,NORMAL,1.0
normal_00438.png,NORMAL,NORMAL,1.0
normal_00439.png,NORMAL,NORMAL,1.0
normal_00440.png,NORMAL,NORMAL,0.9998
normal_00441.png,NORMAL,NORMAL,1.0
normal_00442.png,NORMAL,NORMAL,1.0
normal_00443.png,NORMAL,NORMAL,1.0
normal_00444.png,NORMAL,NORMAL,1.0
normal_00445.png,NORMAL,NORMAL,1.0
normal_00446.png,NORMAL,NORMAL,1.0
normal_00447.png,NORMAL,NORMAL,1.0
normal_00448.png,NORMAL,NORMAL,1.0
normal_00449.png,NORMAL,NORMAL,1.0
normal_00450.png,NORMAL,NORMAL,1.0
normal_00451.png,NORMAL,NORMAL,1.0
normal_00452.png,NORMAL,NORMAL,1.0
normal_00453.png,NORMAL,NORMAL,1.0
normal_00454.png,NORMAL,NORMAL,1.0
normal_00455.png,NORMAL,NORMAL,1.0
normal_00456.png,NORMAL,NORMAL,1.0
normal_00457.png,NORMAL,NORMAL,1.0
normal_00458.png,NORMAL,NORMAL,1.0
normal_00459.png,NORMAL,NORMAL,1.0
normal_00460.png,NORMAL,NORMAL,1.0
normal_00461.png,NORMAL,NORMAL,1.0
normal_00462.png,NORMAL,NORMAL,1.0
normal_00463.png,NORMAL,NORMAL,1.0
normal_00464.png,NORMAL,NORMAL,1.0
normal_00465.png,NORMAL,NORMAL,1.0
normal_00466.png,NORMAL,NORMAL,1.0
normal_00467.png,NORMAL,NORMAL,1.0
normal_00468.png,NORMAL,NORMAL,1.0
normal_00469.png,NORMAL,NORMAL,1.0
normal_00470.png,NORMAL,NORMAL,1.0
normal_00471.png,NORMAL,NORMAL,1.0
normal_00472.png,NORMAL,NORMAL,1.0
normal_00473.png,NORMAL,NORMAL,1.0
normal_00474.png,NORMAL,NORMAL,1.0
normal_00475.png,NORMAL,NORMAL,1.0
normal_00476.png,NORMAL,NORMAL,1.0
normal_00477.png,NORMAL,NORMAL,1.0
normal_00478.png,NORMAL,NORMAL,1.0
normal_00479.png,NORMAL,NORMAL,1.0
normal_00480.png,NORMAL,NORMAL,1.0
normal_00481.png,NORMAL,NORMAL,1.0
normal_00482.png,NORMAL,NORMAL,1.0
normal_00483.png,NORMAL,NORMAL,1.0
normal_00484.png,NORMAL,NORMAL,1.0
normal_00485.png,NORMAL,NORMAL,1.0
normal_00486.png,NORMAL,NORMAL,1.0
normal_00487.png,NORMAL,NORMAL,1.0
normal_00488.png,NORMAL,NORMAL,1.0
normal_00489.png,NORMAL,NORMAL,1.0
normal_00490.png,NORMAL,NORMAL,1.0
normal_00491.png,NORMAL,NORMAL,1.0
normal_00492.png,NORMAL,NORMAL,1.0
normal_00493.png,NORMAL,NORMAL,1.0
normal_00494.png,NORMAL,NORMAL,1.0
normal_00495.png,NORMAL,NORMAL,1.0
normal_00496.png,NORMAL,NORMAL,1.0
normal_00497.png,NORMAL,NORMAL,1.0
normal_00498.png,NORMAL,NORMAL,1.0
normal_00499.png,NORMAL,NORMAL,1.0
normal_00500.png,NORMAL,NORMAL,1.0
normal_00501.png,NORMAL,NORMAL,1.0
normal_00502.png,NORMAL,NORMAL,1.0
normal_00503.png,NORMAL,NORMAL,1.0
normal_00504.png,NORMAL,NORMAL,1.0
normal_00505.png,NORMAL,NORMAL,1.0
normal_00506.png,NORMAL,NORMAL,1.0
normal_00507.png,NORMAL,NORMAL,1.0
normal_00508.png,NORMAL,NORMAL,1.0
normal_00509.png,NORMAL,NORMAL,1.0
normal_00510.png,NORMAL,NORMAL,1.0
normal_00511.png,NORMAL,NORMAL,1.0
normal_00512.png,NORMAL,NORMAL,1.0
normal_00513.png,NORMAL,NORMAL,1.0
normal_00514.png,NORMAL,NORMAL,1.0
normal_00515.png,NORMAL,NORMAL,1.0
normal_00516.png,NORMAL,NORMAL,0.9981
normal_00517.png,NORMAL,NORMAL,1.0
normal_00518.png,NORMAL,NORMAL,1.0
normal_00519.png,NORMAL,NORMAL,1.0
normal_00520.png,NORMAL,NORMAL,1.0
normal_00521.png,NORMAL,NORMAL,1.0
normal_00522.png,NORMAL,NORMAL,1.0
normal_00523.png,NORMAL,NORMAL,1.0
normal_00524.png,NORMAL,NORMAL,1.0
normal_00525.png,NORMAL,NORMAL,1.0
normal_00526.png,NORMAL,NORMAL,1.0
normal_00527.png,NORMAL,NORMAL,1.0
normal_00528.png,NORMAL,NORMAL,0.9999
normal_00529.png,NORMAL,NORMAL,1.0
normal_00530.png,NORMAL,NORMAL,1.0
normal_00531.png,NORMAL,NORMAL,1.0
normal_00532.png,NORMAL,NORMAL,1.0
normal_00533.png,NORMAL,NORMAL,1.0
normal_00534.png,NORMAL,NORMAL,1.0
normal_00535.png,NORMAL,NORMAL,1.0
normal_00536.png,NORMAL,NORMAL,1.0
normal_00537.png,NORMAL,NORMAL,1.0
normal_00538.png,NORMAL,NORMAL,1.0
normal_00539.png,NORMAL,NORMAL,1.0
normal_00540.png,NORMAL,NORMAL,1.0
normal_00541.png,NORMAL,NORMAL,1.0
normal_00542.png,NORMAL,NORMAL,1.0
normal_00543.png,NORMAL,NORMAL,1.0
normal_00544.png,NORMAL,NORMAL,1.0
normal_00545.png,NORMAL,NORMAL,1.0
normal_00546.png,NORMAL,NORMAL,1.0
normal_00547.png,NORMAL,NORMAL,1.0
normal_00548.png,NORMAL,NORMAL,1.0
normal_00549.png,NORMAL,NORMAL,1.0
normal_00550.png,NORMAL,NORMAL,1.0
normal_00551.png,NORMAL,NORMAL,1.0
normal_00552.png,NORMAL,NORMAL,1.0
normal_00553.png,NORMAL,NORMAL,1.0
normal_00554.png,NORMAL,NORMAL,1.0
normal_00555.png,NORMAL,NORMAL,1.0
normal_00556.png,NORMAL,NORMAL,1.0
normal_00557.png,NORMAL,NORMAL,1.0
normal_00558.png,NORMAL,NORMAL,1.0
normal_00559.png,NORMAL,NORMAL,1.0
normal_00560.png,NORMAL,NORMAL,1.0
normal_00561.png,NORMAL,NORMAL,1.0
normal_00562.png,NORMAL,NORMAL,1.0
normal_00563.png,NORMAL,NORMAL,1.0
normal_00564.png,NORMAL,NORMAL,1.0
normal_00565.png,NORMAL,NORMAL,1.0
normal_00566.png,NORMAL,NORMAL,1.0
normal_00567.png,NORMAL,NORMAL,1.0
normal_00568.png,NORMAL,NORMAL,1.0
normal_00569.png,NORMAL,NORMAL,1.0
normal_00570.png,NORMAL,NORMAL,1.0
normal_00571.png,NORMAL,NORMAL,1.0
normal_00572.png,NORMAL,NORMAL,1.0
normal_00573.png,NORMAL,NORMAL,1.0
normal_00574.png,NORMAL,NORMAL,1.0
normal_00575.png,NORMAL,NORMAL,1.0
normal_00576.png,NORMAL,NORMAL,1.0
normal_00577.png,NORMAL,NORMAL,1.0
normal_00578.png,NORMAL,NORMAL,1.0
normal_00579.png,NORMAL,NORMAL,1.0
normal_00580.png,NORMAL,NORMAL,1.0
normal_00581.png,NORMAL,NORMAL,1.0
